Всего по республике:;1 744 848;805 004;56 727;797 452;85 665;1 810 209;853 810;69 789;865 978;20 632;2 201 971;803 340;68 294;1 294 090;36 246;2 463 410;779 704;63 878;1 552 451;67 378;2 533 355;934 168;86 659;1 470 396;42 132;2 526 307;840 154;92 630;1 552 388;41 135;2 640 100;714 943;68 384;1 779 526;77 247;2 817 271;885 951;92 448;1 640 717;198 154;2 576 844;989 093;61 656;1 487 201;38 895;2 687 681;897 879;70 224;1 608 316;111 263;2 950 429;938 601;73 796;1 831 685;106 347;3 764 049;1 183 812;241 825;1 998 167;340 244;30 716 473;10 626 459;1 046 310;17 878 367;1 165 337;;
 Улытау;105;42;;63;;522;505;;16;;1 325;1 002;;323;;2 650;1 511;;1 139;;1 238;486;;753;;2 019;1 394;;625;;1 082;619;;463;;803;297;;506;;1 590;859;;730;;1 764;1 340;;424;;2 364;806;;1 558;;2 270;1 064;;1 206;;17 732;9 925;0;7 807;0;;
г. Алматы;630 799;433 917;53 639;64 647;78 596;602 505;470 022;64 841;48 195;19 446;726 078;451 277;54 628;201 369;18 803;859 180;416 987;54 832;325 914;61 447;773 775;521 760;65 412;150 380;36 222;807 342;477 096;58 785;233 369;38 092;638 978;393 973;58 029;171 023;15 954;969 271;521 783;75 433;186 296;185 758;822 015;485 147;50 613;264 244;22 011;783 147;482 748;53 461;209 300;37 637;847 982;548 787;61 598;185 889;51 708;1 391 699;648 424;111 224;297 906;334 145;9 852 771;5 851 922;762 497;2 338 532;899 821;;
г. Астана;50 643;40 884;0;4 876;4 883;38 260;27 564;2 401;7 739;556;72 721;22 880;12 029;22 478;15 334;69 183;36 811;3 930;27 263;1 180;107 665;56 229;19 729;29 764;1 943;96 039;36 573;30 078;28 643;745;60 963;28 327;8 838;23 799;0;65 485;22 165;8 745;34 427;148;85 003;46 041;5 149;24 676;9 138;88 138;37 009;12 927;31 303;6 899;144 840;47 003;9 049;42 174;46 613;325 180;66 660;126 794;131 692;34;1 204 120;468 145;239 669;408 832;87 474;;
г. Шымкент;11 323;7 994;61;1 881;1 388;17 740;13 941;68;3 732;0;19 036;6 424;70;12 542;0;22 963;5 600;74;16 481;808;21 722;6 082;0;13 547;2 094;25 297;6 490;0;18 739;68;17 160;5 509;0;11 585;66;19 006;6 837;65;12 105;0;34 479;8 342;63;19 561;6 513;29 032;7 563;62;17 340;4 067;26 362;4 873;62;16 628;4 800;47 138;12 960;62;29 512;4 603;291 258;92 613;586;173 651;24 407;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;всего;краткосрочные;;долгосрочные;;всего;краткосрочные;;долгосрочные;;всего;краткосрочные;;долгосрочные;;всего;краткосрочные;;долгосрочные;;всего;краткосрочные;;долгосрочные;;всего;краткосрочные;;долгосрочные;;всего;краткосрочные;;долгосрочные;;всего;краткосрочные;;долгосрочные;;всего;краткосрочные;;долгосрочные;;всего;краткосрочные;;долгосрочные;;всего;краткосрочные;;долгосрочные;;всего;краткосрочные;;долгосрочные;;всего;краткосрочные;;долгосрочные;;;
;;в национальной валюте;в иностранной валюте;в национальной валюте;в иностранной валюте;;в национальной валюте;в иностранной валюте;в национальной валюте;в иностранной валюте;;в национальной валюте;в иностранной валюте;в национальной валюте;в иностранной валюте;;в национальной валюте;в иностранной валюте;в национальной валюте;в иностранной валюте;;в национальной валюте;в иностранной валюте;в национальной валюте;в иностранной валюте;;в национальной валюте;в иностранной валюте;в национальной валюте;в иностранной валюте;;в национальной валюте;в иностранной валюте;в национальной валюте;в иностранной валюте;;в национальной валюте;в иностранной валюте;в национальной валюте;в иностранной валюте;;в национальной валюте;в иностранной валюте;в национальной валюте;в иностранной валюте;;в национальной валюте;в иностранной валюте;в национальной валюте;в иностранной валюте;;в национальной валюте;в иностранной валюте;в национальной валюте;в иностранной валюте;;в национальной валюте;в иностранной валюте;в национальной валюте;в иностранной валюте;;в национальной валюте;в иностранной валюте;в национальной валюте;в иностранной валюте;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Физическим лицам**, всего:;925 278;217 939;11;706 530;797;990 587;207 437;9;782 532;609;1 187 605;207 820;232;978 720;833;1 270 134;185 749;132;1 083 432;822;1 400 741;222 979;438;1 176 638;686;1 400 684;206 448;240;1 193 295;701;1 703 359;196 676;203;1 505 692;788;1 549 259;220 344;282;1 328 034;598;1 418 014;336 075;180;1 080 795;964;1 484 729;241 231;198;1 242 668;632;1 677 391;220 904;399;1 455 469;620;1 663 216;280 933;298;1 381 395;591;16 670 997;2 744 536;2 622;13 915 197;8 641;;
Абай;11 447;2 799;0;8 648;0;13 479;2 821;0;10 658;0;22 827;3 392;0;19 435;0;26 011;2 935;0;23 077;0;28 850;3 537;0;25 312;0;28 729;3 232;0;25 497;0;33 228;3 131;0;30 098;0;31 621;3 696;0;27 924;0;29 907;7 590;0;22 317;0;30 379;4 067;0;26 312;0;35 005;3 851;0;31 155;0;35 515;4 129;0;31 386;0;326 999;45 179;0;281 819;0;;
Акмолинская;19 480;5 145;0;14 335;0;20 197;4 005;0;16 191;0;24 035;3 692;0;20 342;0;28 406;4 090;0;24 316;0;29 548;4 220;0;25 327;0;31 967;3 911;0;28 057;0;35 039;3 737;0;31 302;0;33 813;4 213;0;29 599;0;30 361;7 801;0;22 561;0;30 982;4 698;0;26 283;0;35 625;4 291;0;31 334;0;32 928;4 424;0;28 504;0;352 381;54 227;0;298 152;1;;
Актюбинская;39 543;8 881;0;30 661;0;43 068;8 725;;34 343;0;50 750;8 057;;42 693;1;56 005;7 144;0;48 861;0;62 570;8 600;0;53 970;0;64 186;8 075;0;56 111;0;77 870;7 781;0;70 087;2;68 189;8 457;0;59 732;0;60 168;15 640;0;44 529;0;61 788;9 311;0;52 477;0;69 626;8 663;0;60 943;20;64 227;8 942;0;55 284;0;717 991;108 275;0;609 692;23;;
Алматинская ;14 108;1 603;0;12 505;0;14 785;1 546;0;13 239;0;19 183;854;0;18 329;0;25 321;972;0;24 348;0;26 714;865;0;25 849;0;26 751;836;0;25 915;0;21 600;792;0;20 808;0;17 540;411;0;17 129;0;14 982;3 789;0;11 193;0;14 440;260;0;14 181;0;12 752;263;0;12 488;0;14 035;277;0;13 758;0;222 210;12 468;0;209 743;0;;
Атырауская;33 972;7 814;0;25 978;180;35 138;7 400;0;27 631;108;42 304;7 060;2;35 094;147;46 562;6 708;122;39 731;1;54 597;7 905;420;46 271;0;52 628;7 681;219;44 727;1;63 675;7 568;185;55 922;0;56 485;8 261;261;47 961;1;53 053;15 565;166;37 322;0;54 070;8 901;184;44 986;0;59 863;8 307;388;51 168;0;57 666;8 624;283;48 760;0;610 014;101 793;2 231;505 549;440;;
Восточно-Казахстанская;30 604;6 798;0;23 801;6;34 211;6 690;0;27 518;4;36 429;5 505;0;30 911;12;39 632;4 845;0;34 778;8;43 606;5 924;0;37 674;9;42 341;5 804;0;36 535;2;49 368;5 081;0;44 276;11;46 186;5 900;0;40 283;2;42 839;9 639;0;33 198;2;43 067;6 668;0;36 397;1;48 614;6 098;0;42 514;3;45 875;6 304;0;39 569;2;502 773;75 256;1;427 454;63;;
Жамбылская;30 097;7 520;0;22 576;0;32 560;7 011;0;25 549;0;40 647;7 099;0;33 548;0;44 981;6 316;0;38 666;0;49 841;7 641;0;42 200;0;50 738;7 143;0;43 595;0;62 255;6 521;0;55 734;0;53 765;7 855;0;45 910;0;48 784;14 226;0;34 559;0;51 407;8 425;0;42 982;0;61 158;7 954;0;53 204;0;58 407;8 593;0;49 814;0;584 641;96 304;0;488 337;0;;
Жетысу;19 081;5 801;0;13 280;0;21 934;5 918;;16 016;0;26 615;6 616;;19 999;0;25 477;5 154;0;20 324;0;31 061;6 195;0;24 866;0;30 449;5 937;0;24 512;0;44 630;5 696;0;38 935;0;45 730;7 008;0;38 722;0;41 647;12 329;0;29 318;0;44 977;8 158;0;36 818;0;53 502;7 764;0;45 737;0;50 895;8 048;0;42 848;0;435 999;84 624;0;351 375;0;;
Западно-Казахстанская;23 753;5 597;0;18 156;0;24 850;5 220;0;19 630;0;30 934;5 220;0;25 714;0;33 310;5 148;0;28 162;0;36 484;5 993;0;30 491;0;36 355;5 799;0;30 555;1;45 713;5 649;0;40 063;1;41 326;6 146;0;35 176;4;37 020;10 328;0;26 690;2;38 129;6 270;0;31 857;2;44 880;6 065;0;38 812;3;47 188;6 424;0;40 763;2;439 944;73 861;1;366 067;15;;
Карагандинская ;50 095;10 737;0;39 357;1;57 205;10 492;0;46 712;1;67 639;10 189;0;57 447;4;76 165;9 144;0;67 020;0;83 483;11 096;0;72 382;5;85 293;9 993;7;75 293;0;96 491;9 329;0;87 162;0;94 560;11 169;0;83 391;0;83 988;21 352;0;62 633;2;85 599;12 688;0;72 911;0;95 112;11 441;0;83 670;0;90 174;11 669;0;78 504;1;965 804;139 299;7;826 483;15;;
Костанайская;23 841;5 205;0;18 635;0;26 367;5 197;1;21 169;0;31 441;5 010;0;26 430;0;36 480;4 434;0;32 045;0;38 455;5 472;0;32 982;0;38 766;5 267;0;33 499;0;45 126;4 572;0;40 554;0;40 522;5 355;0;35 167;0;37 880;9 258;0;28 621;0;40 863;5 985;0;34 879;0;46 790;5 251;1;41 538;0;46 217;5 724;0;40 493;0;452 747;66 732;2;386 013;0;;
Кызылординская;26 429;6 313;0;20 116;0;27 927;5 892;0;22 035;0;33 913;6 132;0;27 781;0;37 793;5 329;0;32 465;0;42 486;6 618;0;35 869;0;43 806;6 098;0;37 708;0;56 701;5 971;0;50 731;0;46 181;6 929;0;39 253;0;43 149;14 019;0;29 130;0;43 002;7 314;0;35 688;0;49 399;6 571;0;42 828;0;49 122;7 268;0;41 855;0;499 910;84 453;0;415 457;0;;
Мангистауская;36 407;8 259;0;28 148;0;37 423;7 408;0;30 015;0;44 504;7 254;0;37 249;0;49 832;6 713;0;43 119;0;56 286;8 423;0;47 863;0;54 303;7 809;0;46 493;0;65 679;7 300;0;58 379;0;56 328;8 147;0;48 178;2;58 130;16 857;0;41 273;0;58 589;8 860;0;49 729;0;65 810;8 135;0;57 675;0;63 324;8 565;0;54 759;0;646 615;103 731;0;542 881;4;;
Павлодарская;27 113;6 760;0;20 353;0;31 041;6 267;0;24 775;0;38 234;6 618;0;31 616;0;41 667;6 798;0;34 869;0;43 165;6 844;0;36 321;0;43 543;6 631;0;36 912;0;51 612;6 495;0;45 117;0;49 563;7 072;0;42 492;0;43 969;12 080;0;31 889;0;46 778;8 682;0;38 097;0;52 599;7 454;0;45 145;0;50 907;8 332;0;42 574;0;520 191;90 032;0;430 159;0;;
Северо-Казахстанская;10 910;2 581;0;8 328;0;11 747;2 424;0;9 323;0;16 104;3 006;0;13 099;0;17 142;2 405;0;14 737;0;18 900;3 489;0;15 411;0;19 157;2 722;0;16 435;0;21 195;2 283;0;18 912;0;20 603;2 853;0;17 750;0;18 090;5 308;0;12 782;0;20 464;3 196;0;17 268;0;22 485;2 812;0;19 673;0;20 941;3 566;0;17 376;0;217 740;36 645;0;181 094;0;;
Туркестанская;21 823;4 571;0;17 252;0;26 284;4 428;;21 855;1;31 687;4 023;;27 664;0;34 459;3 775;0;30 684;0;39 134;4 721;0;34 412;0;41 131;4 630;0;36 502;0;50 741;4 284;0;46 457;0;40 858;4 914;0;35 945;0;39 590;14 256;0;25 334;0;43 450;5 480;0;37 970;0;49 484;5 058;0;44 425;0;50 680;5 608;0;45 072;0;469 321;65 748;0;403 572;1;;
 Улытау;6 837;1 235;;5 602;0;7 591;1 167;;6 424;0;11 377;1 270;0;10 106;0;12 403;1 144;0;11 258;0;14 363;1 367;0;12 996;0;14 065;1 313;0;12 752;0;15 347;1 227;0;14 120;0;14 770;1 422;0;13 346;2;13 181;2 975;0;10 207;0;13 470;1 602;0;11 867;0;13 721;1 494;0;12 227;0;13 497;1 486;0;12 010;1;150 622;17 702;0;132 916;4;;
г. Алматы;324 399;83 769;4;240 076;549;328 111;77 697;4;249 960;450;387 095;83 151;226;303 106;611;384 602;72 509;2;311 370;721;426 878;87 447;8;338 789;634;419 326;79 285;5;339 380;657;535 808;76 565;8;458 517;718;486 081;84 358;10;401 172;541;442 412;93 315;3;348 191;904;475 830;90 840;3;384 422;565;542 431;84 437;3;457 466;525;543 894;134 393;7;408 979;515;5 296 867;1 047 766;285;4 241 428;7 388;;
г. Астана;107 227;19 648;6;87 513;59;120 305;20 292;4;99 964;45;141 503;17 941;2;123 504;56;161 251;15 899;5;145 257;91;168 855;19 203;9;149 605;38;171 562;18 134;9;153 381;38;196 566;18 106;9;178 396;55;191 693;19 130;10;172 509;44;176 955;28 850;10;148 041;54;178 393;21 842;7;156 481;64;191 910;18 999;2;172 840;69;200 829;21 034;7;179 718;70;2 007 049;239 078;80;1 767 208;683;;
г. Шымкент;68 113;16 901;0;51 210;1;76 363;16 839;0;59 524;0;90 385;15 730;1;74 653;2;92 633;14 287;1;78 344;0;105 466;17 418;1;88 047;0;105 586;16 150;1;89 434;1;134 713;14 590;1;120 121;0;113 444;17 047;0;96 396;0;101 906;20 897;1;81 008;0;109 053;17 986;4;91 063;0;126 624;15 993;3;110 627;0;126 894;17 523;1;109 370;0;1 251 178;201 363;14;1 049 798;4;;
;из них:;;;;;из них:;;;;;из них:;;;;;из них:;;;;;из них:;;;;;из них:;;;;;из них:;;;;;из них:;;;;;из них:;;;;;из них:;;;;;из них:;;;;;из них:;;;;;из них:;;;;;;
;всего;краткосрочные;;долгосрочные;;всего;краткосрочные;;долгосрочные;;всего;краткосрочные;;долгосрочные;;всего;краткосрочные;;долгосрочные;;всего;краткосрочные;;долгосрочные;;всего;краткосрочные;;долгосрочные;;всего;краткосрочные;;долгосрочные;;всего;краткосрочные;;долгосрочные;;всего;краткосрочные;;долгосрочные;;всего;краткосрочные;;долгосрочные;;всего;краткосрочные;;долгосрочные;;всего;краткосрочные;;долгосрочные;;всего;краткосрочные;;долгосрочные;;;
;;в национальной валюте;в иностранной валюте;в национальной валюте;в иностранной валюте;;в национальной валюте;в иностранной валюте;в национальной валюте;в иностранной валюте;;в национальной валюте;в иностранной валюте;в национальной валюте;в иностранной валюте;;в национальной валюте;в иностранной валюте;в национальной валюте;в иностранной валюте;;в национальной валюте;в иностранной валюте;в национальной валюте;в иностранной валюте;;в национальной валюте;в иностранной валюте;в национальной валюте;в иностранной валюте;;в национальной валюте;в иностранной валюте;в национальной валюте;в иностранной валюте;;в национальной валюте;в иностранной валюте;в национальной валюте;в иностранной валюте;;в национальной валюте;в иностранной валюте;в национальной валюте;в иностранной валюте;;в национальной валюте;в иностранной валюте;в национальной валюте;в иностранной валюте;;в национальной валюте;в иностранной валюте;в национальной валюте;в иностранной валюте;;в национальной валюте;в иностранной валюте;в национальной валюте;в иностранной валюте;;в национальной валюте;в иностранной валюте;в национальной валюте;в иностранной валюте;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Индивидуальным предпринимателям, получившим кредит для целей осуществления предпринимательской деятельности, всего:;87 913;22 999;0;64 914;0;110 759;24 471;0;86 288;0;136 657;18 466;0;118 171;20;141 821;18 465;0;123 356;0;187 659;22 638;0;165 021;0;178 226;19 414;0;158 812;0;159 201;20 120;0;139 082;0;175 904;23 184;0;152 720;0;163 479;21 355;0;142 124;0;184 466;25 812;0;158 654;0;191 917;23 758;0;168 159;0;208 193;26 002;0;182 191;0;1 926 196;266 683;0;1 659 493;20;;
Абай;1 618;380;;1 239;0;2 149;474;;1 675;0;3 870;520;;3 350;;4 196;468;;3 728;;5 275;509;;4 766;0;4 784;446;;4 338;;4 307;519;;3 788;;5 113;578;;4 535;;4 591;408;;4 183;;5 145;566;;4 579;;6 047;557;;5 490;;6 558;582;;5 976;;53 653;6 007;0;47 646;0;;
Акмолинская;3 530;1 711;;1 818;0;3 401;748;;2 653;0;3 493;491;;3 002;0;4 250;1 166;;3 085;0;4 369;831;;3 539;0;5 004;488;;4 517;0;4 157;481;;3 675;0;4 066;546;;3 521;0;4 218;442;;3 775;0;3 763;505;;3 258;0;5 039;545;;4 494;0;4 545;461;;4 084;0;49 836;8 415;0;41 421;0;;
Актюбинская;4 429;845;;3 584;;5 827;1 081;;4 746;;8 095;777;;7 318;;8 015;659;;7 356;;9 900;837;;9 063;;10 510;746;;9 764;;8 622;917;;7 705;;10 408;871;;9 537;;7 268;929;;6 339;;9 010;925;;8 085;;8 970;946;;8 024;;10 502;983;;9 520;;101 555;10 515;0;91 040;0;;
Алматинская ;418;125;;293;;1 556;280;;1 275;;1 441;1;;1 440;;2 226;113;;2 113;0;3 928;0;;3 928;;3 124;4;;3 120;;2 516;7;;2 509;;2 207;67;;2 139;;2 049;115;;1 933;;2 934;12;;2 923;;1 899;11;;1 888;;3 949;29;;3 920;;28 247;765;0;27 483;0;;
Атырауская;3 245;640;;2 605;;4 477;865;;3 612;;5 607;588;;5 019;;5 757;677;;5 080;;10 287;729;;9 558;;7 529;697;;6 832;;7 677;741;;6 935;;6 455;828;;5 627;;6 833;832;;6 000;;7 343;940;;6 404;;7 293;879;;6 414;;8 352;910;;7 442;;80 854;9 326;0;71 528;0;;
Восточно-Казахстанская;3 368;1 128;0;2 240;0;3 996;1 279;0;2 718;0;4 412;546;0;3 866;0;4 556;420;0;4 136;0;5 728;575;0;5 153;0;5 100;555;0;4 545;0;5 086;503;;4 583;0;5 730;523;;5 207;0;6 146;525;;5 620;0;5 211;623;;4 588;0;5 233;577;;4 656;0;5 801;531;;5 270;0;60 367;7 784;0;52 583;0;;
Жамбылская;4 114;1 275;;2 839;;5 116;1 234;;3 882;;6 560;1 059;;5 501;;7 958;979;;6 979;;10 414;1 227;;9 187;;9 188;1 044;;8 144;;8 023;830;;7 193;;8 526;1 398;;7 127;;7 975;1 080;;6 895;;9 286;1 344;;7 942;;10 276;1 367;;8 909;;11 111;1 439;;9 673;;98 547;14 277;0;84 270;0;;
Жетысу;3 669;876;;2 792;0;4 129;910;;3 219;0;4 755;560;;4 195;0;5 216;754;;4 462;0;6 603;764;;5 838;0;6 148;669;;5 479;0;6 393;736;;5 657;0;7 388;832;;6 556;0;6 906;797;;6 109;0;7 902;976;;6 925;0;7 954;1 014;;6 941;0;8 589;817;;7 772;0;75 653;9 706;0;65 946;0;;
Западно-Казахстанская;3 051;765;0;2 286;;3 307;828;0;2 479;;3 975;542;0;3 433;;3 537;542;0;2 995;;5 199;590;0;4 609;;4 956;652;0;4 304;;4 344;686;0;3 658;;5 122;675;0;4 447;;4 639;699;0;3 940;;5 639;603;0;5 036;;5 655;658;0;4 997;;7 597;795;0;6 802;;57 022;8 037;0;48 985;0;;
Карагандинская ;4 702;1 082;0;3 620;0;5 899;1 283;0;4 615;0;7 064;914;0;6 151;0;8 331;875;0;7 456;0;9 733;1 301;0;8 432;0;10 375;922;0;9 454;0;8 049;980;0;7 069;0;11 042;1 642;0;9 400;0;9 957;1 886;0;8 070;0;10 781;1 811;0;8 970;0;11 422;1 874;0;9 549;0;10 450;1 239;;9 211;0;107 804;15 808;0;91 997;0;;
Костанайская;3 036;788;;2 249;0;3 786;1 032;;2 753;0;4 779;815;;3 964;0;4 824;604;;4 219;0;6 163;1 087;;5 076;0;5 732;976;;4 756;0;5 103;610;;4 493;0;5 296;809;;4 487;0;4 990;645;;4 345;0;5 647;730;;4 917;0;5 645;612;;5 033;0;6 575;706;;5 869;0;61 577;9 417;0;52 160;0;;
Кызылординская;3 892;1 084;;2 808;;4 973;1 223;;3 750;;5 559;1 084;;4 476;;5 836;887;;4 949;;7 762;1 193;;6 569;;7 742;940;;6 803;;6 947;1 018;;5 929;;6 997;1 240;;5 758;;7 944;1 352;;6 591;;7 256;1 384;;5 872;;8 543;1 248;;7 295;;8 923;1 443;;7 480;;82 375;14 095;0;68 280;0;;
Мангистауская;4 405;903;;3 503;0;5 197;742;;4 454;0;6 217;585;;5 632;0;6 662;626;;6 036;0;9 234;857;;8 377;0;9 165;708;;8 457;0;7 574;668;;6 906;0;7 285;848;;6 437;0;7 431;775;;6 656;0;8 038;827;;7 211;0;9 344;846;;8 498;0;10 558;825;;9 733;0;91 109;9 209;0;81 900;0;;
Павлодарская;2 998;1 378;;1 620;0;4 090;1 136;;2 954;0;5 135;1 372;;3 763;0;6 259;2 231;;4 028;0;6 412;1 457;;4 955;0;6 547;1 436;;5 111;0;5 751;1 698;;4 053;0;5 540;1 589;;3 951;0;5 616;1 334;;4 282;0;7 380;2 411;;4 969;0;6 709;1 919;;4 790;0;8 764;2 381;;6 383;0;71 202;20 343;0;50 859;0;;
Северо-Казахстанская;1 328;390;;938;0;1 611;425;;1 186;;3 066;955;;2 111;0;2 141;527;;1 614;;3 366;1 399;;1 968;0;2 993;552;;2 441;0;1 976;257;;1 719;;2 312;577;;1 736;;1 892;288;;1 604;0;2 378;438;;1 939;;2 894;418;;2 476;;2 885;959;;1 926;0;28 842;7 183;0;21 659;0;;
Туркестанская;2 148;462;;1 686;;2 599;392;;2 206;;3 198;284;;2 914;;3 062;305;;2 757;;4 216;440;;3 776;;4 936;418;;4 517;;3 860;523;;3 337;;4 268;508;;3 760;;4 470;530;;3 940;;4 960;583;;4 377;;4 628;606;;4 022;;4 688;620;;4 068;;47 032;5 671;0;41 361;0;;
 Улытау;475;108;;367;0;715;121;;594;0;1 168;87;;1 081;0;1 396;106;;1 290;0;2 033;113;;1 920;0;1 829;121;;1 709;0;1 547;93;;1 454;0;1 571;105;;1 467;0;1 889;120;;1 769;0;1 846;162;;1 683;0;1 649;148;;1 501;0;3 628;108;;3 519;0;19 746;1 392;0;18 354;0;;
г. Алматы;18 721;4 690;0;14 031;0;22 591;4 341;0;18 250;0;27 496;3 746;0;23 730;20;27 085;3 351;0;23 734;0;35 879;4 281;0;31 598;0;34 473;3 772;0;30 702;0;31 919;4 053;0;27 866;0;35 943;4 682;0;31 261;0;32 785;4 199;0;28 586;0;38 941;5 068;0;33 873;0;38 962;4 985;0;33 977;0;37 461;4 905;0;32 556;0;382 257;52 074;0;330 163;20;;
г. Астана;10 404;2 190;;8 215;;13 980;3 346;;10 634;;16 549;1 593;;14 955;;15 953;1 524;;14 428;0;20 399;1 987;;18 412;0;19 704;1 901;;17 803;0;18 705;2 847;;15 857;0;20 920;2 142;;18 778;0;18 546;2 062;;16 485;0;21 892;2 834;;19 059;0;22 954;2 075;;20 880;0;24 821;3 669;;21 152;0;224 827;28 169;0;196 658;0;;
г. Шымкент;8 364;2 181;0;6 183;0;11 360;2 728;0;8 632;0;14 215;1 946;0;12 268;0;14 562;1 652;0;12 910;0;20 760;2 463;0;18 297;0;18 385;2 368;0;16 018;0;16 647;1 953;0;14 695;0;19 714;2 724;0;16 990;0;17 335;2 333;0;15 002;0;19 113;3 070;0;16 043;0;20 799;2 473;0;18 326;0;22 435;2 600;0;19 835;0;203 689;28 490;0;175 200;0;;
1 - с учетом заключительных оборотов;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
* Категория юридических лиц включает нефинансовые организации, производящие рыночные товары или нефинансовые услуги, и некоммерческие организации, обслуживающие домашние хозяйства;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
** Категория физических лиц включает индивидуальных предпринимателей;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
